year;competition_name;competitor;Apollon's Wheels;Max Deadlift;Hummer Push;Timber Carry;Medicine Ball Toss;Hammer Lift;Dumbbell Press;Weight Throw;Super Yoke;Manhood Stones;Austrian Oak;Bale Tote;Cyr Dumbbell;Bag Over Bar;Stone to Shoulder;HÃºsafell Stone;Wheel of Pain;Trial by Stone;Max Squat;Max Log Lift;Steintossen;Car Walk;Farmer's Walk;Atlas Stones;Truck Pull;Natural Stones;Frame Carry;Stone Over Bar;Log Lift;Deadlift;Arm Over Arm Pull;Keg Toss;Squat Lift;Viking Press;Power Stairs;Medley;Axle Press;Tank Pull;Sack Carry;Loading Race;Tire Flip;Hercules Hold;Rock Press;Conan's Wheel;Crucifix Hold;Wheelbarrow Carry;Block Carry;Max Axle Press;Shield Carry;Overhead Medley;Front Hold;Bus Pull;Flip & Drag;Nicol Stones;Deadlift Ladder;Carry & Drag;Deadlift Hold;Fingal's Fingers;Carry Medley;Log Medley;Africa Stone;Sled Pull;Keg Carry;Hip Lift;Carry & Flip;Cross Carry;Pole Push;Safe Lift;Dumbbell Medley;Cyr Dumbbell Ladder;Inver Stones;Rogue-a-Coaster;The Duel;Leg Press;Flag Hoist;McGlashen Stones;Car Flip;Tug of War;Plane Pull;Vertical Lift;Train Pull;Fridge Carry;Ding Carry;Circus Barbell;Kettlebell Toss;Overhead Press;Giant's Medley;Log Ladder;Titan's Turntable;Flintstone Barbell;Max Dumbbell;Basque Circle;Car Pull;Giant Farmer's Walk;Wrestling;Block Press;Norse Hammers;Load & Drag;Bullion Toss;Last Man Standing;Elephant Carry;Load & Carry;Circle of Strength;Loading Medley;Pickaxe Hold;Stone Off;Train Push;Wrecking Ball Hold;Deadlift Machine;Kettlebell Throw;Chain Railway Carriage;Axle Death-Lift
2020;Arnold Strongman Classic;M. Shivlyakov;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.0;;;4.0;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;M. Kieliszkowski;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.0;;;2.0;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;T. Hollands;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;3.0;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;J. Pritchett;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;M. Shivlyakov;;;;;;;;;;;;;;;;;;;;;;;;;4.0;;;;;;;4.0;;;;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;R. Heinla;;;;;;;;;;;;;;;;;;;;;;;;;3.0;;;;;;;3.0;;;;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;C. Quiroga;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;;;2.0;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;T. Aparecido;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;;;1.0;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;J. Caron;;;;;;;;;;;;;;;;;;;;;;;;;4.0;;;;;4.0;;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;R. Heinla;;;;;;;;;;;;;;;;;;;;;;;;;3.0;;;;;2.5;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;R. Kearney;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;2.5;;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;D. Skosyrskii;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;1.0;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;D. Poundstone;;;;;;;;;;;;;;;;;;;;;;;;7.0;;;12.0;;8.0;8.0;;;;;;;;;;;;;;;;;;12.0;12.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;T. Ortmayer;;;;;;;;;;;;;;;;;;;;;;;;8.0;;;10.0;;6.0;6.5;;;;;;;;;;;;;;;;;;10.5;11.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;B. Shaw;;;;;;;;;;;;;;;;;;;;;;;;5.0;;;11.0;;3.5;3.0;;;;;;;;;;;;;;;;;;7.5;9.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;L. Jean;;;;;;;;;;;;;;;;;;;;;;;;4.0;;;8.0;;6.0;6.5;;;;;;;;;;;;;;;;;;7.5;6.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;J. Ã…rsjÃ¶;;;;;;;;;;;;;;;;;;;;;;;;3.0;;;5.0;;6.0;1.0;;;;;;;;;;;;;;;;;;10.5;8.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;M. Koklyaev;;;;;;;;;;;;;;;;;;;;;;;;6.0;;;6.0;;3.5;3.0;;;;;;;;;;;;;;;;;;7.5;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;M. Felix;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;9.0;;1.5;5.0;;;;;;;;;;;;;;;;;;0.0;7.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;T. Hollands;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;7.0;;1.5;3.0;;;;;;;;;;;;;;;;;;0.0;10.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;S. Wenta;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;1.0;;0.0;0.0;;;;;;;;;;;;;;;;;;7.5;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;B. Haraldsson;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;3.0;;0.0;0.0;;;;;;;;;;;;;;;;;;5.0;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;J. Marku;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;4.0;;0.0;0.0;;;;;;;;;;;;;;;;;;0.0;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;G. Benderoth;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;2.0;;0.0;0.0;;;;;;;;;;;;;;;;;;0.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;J. Dymek;;;;;;;;;;;;;;;;;;;;;;;;10.0;;;;;;9.5;;;;12.0;12.0;9.0;;;;;12.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;M. Felix;;;;;;;;;;;;;;;;;;;;;;;;12.0;;;;;;12.0;;;;2.0;10.0;12.0;;;;;8.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;S. PÃ©tursson;;;;;;;;;;;;;;;;;;;;;;;;6.0;;;;;;7.5;;;;6.0;8.0;8.0;;;;;11.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;K. Nee;;;;;;;;;;;;;;;;;;;;;;;;8.0;;;;;;11.0;;;;8.0;6.0;10.0;;;;;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;D. Sadler;;;;;;;;;;;;;;;;;;;;;;;;4.0;;;;;;9.5;;;;10.0;4.0;7.0;;;;;9.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;L. Shahlaei;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;;6.0;;;;4.0;0.0;11.0;;;;;6.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;S. Å�ukawski;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;4.0;;;;0.0;0.0;4.0;;;;;10.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;K. Ilin;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;7.5;;;;0.0;0.0;6.0;;;;;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;D. Antoniok;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;4.0;;;;0.0;0.0;5.0;;;;;7.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;T. Mitt;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;1.0;;;;0.0;0.0;2.0;;;;;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;R. Gulbis;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;2.0;;;;0.0;0.0;3.0;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;R. Frampton;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;4.0;;;;0.0;0.0;1.0;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;T. Ortmayer;;;;;;;;;12.0;;;;;;;;;;;5.0;;;;12.0;;;;;;12.0;;;;;;10.0;;;;;;;;;;;;;;;;;;;;;;10.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;R. Skog;;;;;;;;;10.0;;;;;;;;;;;8.5;;;;8.0;;;;;;7.0;;;;;;12.0;;;;;;;;;;;;;;;;;;;;;;12.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;M. Koklyaev;;;;;;;;;11.0;;;;;;;;;;;11.5;;;;6.0;;;;;;10.5;;;;;;8.0;;;;;;;;;;;;;;;;;;;;;;6.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;S. PÃ©tursson;;;;;;;;;9.0;;;;;;;;;;;2.5;;;;10.0;;;;;;7.0;;;;;;6.0;;;;;;;;;;;;;;;;;;;;;;8.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;K. Nee;;;;;;;;;8.0;;;;;;;;;;;11.5;;;;4.0;;;;;;10.5;;;;;;4.0;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;J. Marku;;;;;;;;;5.0;;;;;;;;;;;8.5;;;;0.0;;;;;;9.0;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;J. Ã…rsjÃ¶;;;;;;;;;7.0;;;;;;;;;;;8.5;;;;0.0;;;;;;2.0;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;S. Toczek;;;;;;;;;6.0;;;;;;;;;;;5.0;;;;0.0;;;;;;5.0;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;O. Hansen;;;;;;;;;3.0;;;;;;;;;;;2.5;;;;0.0;;;;;;7.0;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;B. Solvang;;;;;;;;;1.0;;;;;;;;;;;8.5;;;;0.0;;;;;;2.0;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;J. Dymek;;;;;;;;;4.0;;;;;;;;;;;5.0;;;;0.0;;;;;;2.0;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;O. Ã˜xnevad;;;;;;;;;2.0;;;;;;;;;;;1.0;;;;0.0;;;;;;4.0;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;V. Lalas;;;;;;;;;;;;;;;;;;;;;;;9.0;11.0;11.0;;;;;;;;;;;;;;;12.0;;;;9.0;;;;;;;;;;;;;;;9.0;12.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;R. SzczepaÅ„ski;;;;;;;;;;;;;;;;;;;;;;;11.0;8.0;9.0;;;;;;;;;;;;;;;10.0;;;;12.0;;;;;;;;;;;;;;;11.0;11.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;J. KuÅ‚aga;;;;;;;;;;;;;;;;;;;;;;;12.0;10.0;8.0;;;;;;;;;;;;;;;11.0;;;;10.0;;;;;;;;;;;;;;;12.0;7.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;S. Toczek;;;;;;;;;;;;;;;;;;;;;;;7.0;9.0;10.0;;;;;;;;;;;;;;;8.0;;;;8.0;;;;;;;;;;;;;;;10.0;10.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;D. Sadler;;;;;;;;;;;;;;;;;;;;;;;6.0;12.0;0.0;;;;;;;;;;;;;;;7.0;;;;11.0;;;;;;;;;;;;;;;7.0;6.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;A. KazeÄ¼Å†iks;;;;;;;;;;;;;;;;;;;;;;;4.0;7.0;12.0;;;;;;;;;;;;;;;3.0;;;;7.0;;;;;;;;;;;;;;;4.0;9.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;A. Klyushev;;;;;;;;;;;;;;;;;;;;;;;8.0;0.0;0.0;;;;;;;;;;;;;;;9.0;;;;0.0;;;;;;;;;;;;;;;8.0;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;S. PÃ©tursson;;;;;;;;;;;;;;;;;;;;;;;10.0;0.0;0.0;;;;;;;;;;;;;;;5.0;;;;0.0;;;;;;;;;;;;;;;6.0;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;S. Kurek;;;;;;;;;;;;;;;;;;;;;;;2.0;0.0;0.0;;;;;;;;;;;;;;;6.0;;;;0.0;;;;;;;;;;;;;;;5.0;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;A. Haugen;;;;;;;;;;;;;;;;;;;;;;;5.0;0.0;0.0;;;;;;;;;;;;;;;0.0;;;;0.0;;;;;;;;;;;;;;;3.0;8.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;A. Moonen;;;;;;;;;;;;;;;;;;;;;;;1.0;0.0;0.0;;;;;;;;;;;;;;;4.0;;;;0.0;;;;;;;;;;;;;;;2.0;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;K. Nee;;;;;;;;;;;;;;;;;;;;;;;3.0;0.0;0.0;;;;;;;;;;;;;;;0.0;;;;0.0;;;;;;;;;;;;;;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;B. Shaw;;;;;;;;;;;;;;;;;;;;9.5;;;8.0;12.0;;;;;;10.0;;12.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;M. Koklyaev;;;;;;;;;;;;;;;;;;;;12.0;;;10.0;10.0;;;;;;12.0;;10.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;T. Hollands;;;;;;;;;;;;;;;;;;;;9.5;;;11.0;11.0;;;;;;10.0;;8.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;S. PÃ©tursson;;;;;;;;;;;;;;;;;;;;6.5;;;7.0;9.0;;;;;;7.0;;11.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;M. Felix;;;;;;;;;;;;;;;;;;;;3.5;;;9.0;8.0;;;;;;10.0;;8.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;E. Smit;;;;;;;;;;;;;;;;;;;;3.5;;;12.0;3.0;;;;;;8.0;;8.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;F. Scheun;;;;;;;;;;;;;;;;;;;;9.5;;;6.0;7.0;;;;;;2.0;;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;K. Ilin;;;;;;;;;;;;;;;;;;;;9.5;;;3.0;5.0;;;;;;5.5;;5.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;R. Skog;;;;;;;;;;;;;;;;;;;;3.5;;;4.0;6.0;;;;;;5.5;;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;G. van Staden;;;;;;;;;;;;;;;;;;;;6.5;;;5.0;4.0;;;;;;4.0;;5.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;A. Sweeney;;;;;;;;;;;;;;;;;;;;3.5;;;1.0;0.0;;;;;;2.0;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;V. Mseswa;;;;;;;;;;;;;;;;;;;;1.0;;;2.0;0.0;;;;;;2.0;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;Å½. Savickas;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;9.5;9.5;;;;;;8.0;;;;;;;;;;;;10.0;9.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;B. Shaw;;;;;;;;;;;;;;;;;;;;;;;;6.0;;;;;7.0;9.5;;;;;;6.0;;;;;;;;;;;;6.5;10.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;S. PÃ©tursson;;;;;;;;;;;;;;;;;;;;;;;;5.0;;;;;5.0;3.0;;;;;;9.0;;;;;;;;;;;;6.5;7.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;L. Shahlaei;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;0.0;7.0;;;;;;10.0;;;;;;;;;;;;9.0;6.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;P. PÃ®rjol;;;;;;;;;;;;;;;;;;;;;;;;4.0;;;;;9.5;1.0;;;;;;1.0;;;;;;;;;;;;6.5;8.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;M. Felix;;;;;;;;;;;;;;;;;;;;;;;;3.0;;;;;5.0;8.0;;;;;;5.0;;;;;;;;;;;;0.0;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;K. Ilin;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;8.0;4.0;;;;;;2.0;;;;;;;;;;;;6.5;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;E. Katona;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;0.0;6.0;;;;;;7.0;;;;;;;;;;;;3.5;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;S. Todorchev;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;3.0;5.0;;;;;;4.0;;;;;;;;;;;;2.0;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;R. Skog;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;5.0;2.0;;;;;;3.0;;;;;;;;;;;;3.5;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;D. Poundstone;;;;;;;8.0;;12.0;;;;;;;;;;;;;;;8.0;;;;;;11.0;5.0;;;11.5;;;;;;;;;;8.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;L. Shahlaei;;;;;;;4.0;;13.0;;;;;;;;;;;;;;;6.0;;;;;;12.5;10.0;;;11.5;;;;;;;;;;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;J. Ã…rsjÃ¶;;;;;;;5.0;;10.0;;;;;;;;;;;;;;;7.0;;;;;;8.5;13.0;;;6.0;;;;;;;;;;7.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
