year;competition_name;competitor;Apollon's Wheels;Max Deadlift;Hummer Push;Timber Carry;Medicine Ball Toss;Hammer Lift;Dumbbell Press;Weight Throw;Super Yoke;Manhood Stones;Austrian Oak;Bale Tote;Cyr Dumbbell;Bag Over Bar;Stone to Shoulder;HÃºsafell Stone;Wheel of Pain;Trial by Stone;Max Squat;Max Log Lift;Steintossen;Car Walk;Farmer's Walk;Atlas Stones;Truck Pull;Natural Stones;Frame Carry;Stone Over Bar;Log Lift;Deadlift;Arm Over Arm Pull;Keg Toss;Squat Lift;Viking Press;Power Stairs;Medley;Axle Press;Tank Pull;Sack Carry;Loading Race;Tire Flip;Hercules Hold;Rock Press;Conan's Wheel;Crucifix Hold;Wheelbarrow Carry;Block Carry;Max Axle Press;Shield Carry;Overhead Medley;Front Hold;Bus Pull;Flip & Drag;Nicol Stones;Deadlift Ladder;Carry & Drag;Deadlift Hold;Fingal's Fingers;Carry Medley;Log Medley;Africa Stone;Sled Pull;Keg Carry;Hip Lift;Carry & Flip;Cross Carry;Pole Push;Safe Lift;Dumbbell Medley;Cyr Dumbbell Ladder;Inver Stones;Rogue-a-Coaster;The Duel;Leg Press;Flag Hoist;McGlashen Stones;Car Flip;Tug of War;Plane Pull;Vertical Lift;Train Pull;Fridge Carry;Ding Carry;Circus Barbell;Kettlebell Toss;Overhead Press;Giant's Medley;Log Ladder;Titan's Turntable;Flintstone Barbell;Max Dumbbell;Basque Circle;Car Pull;Giant Farmer's Walk;Wrestling;Block Press;Norse Hammers;Load & Drag;Bullion Toss;Last Man Standing;Elephant Carry;Load & Carry;Circle of Strength;Loading Medley;Pickaxe Hold;Stone Off;Train Push;Wrecking Ball Hold;Deadlift Machine;Kettlebell Throw;Chain Railway Carriage;Axle Death-Lift
2020;Arnold Strongman Classic;J. Pritchett;;;;;;;;;;;;;;;;;;;;;;;;reps;;;;;;;s;reps;reps;reps;;;;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;G. Hicks;;;;;;;;;;;;;;;;;;;;;;;;reps;;;;;;;m;reps;reps;reps;;;;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;O. Hansen;;;;;;;;;;;;;;;;;;;;;;;;reps;;;;;;;m;reps;reps;reps;;;;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;T. Hollands;;;;;;;;;s;;;;;;;;;;;;;;;s;s;;;;;reps;;;;reps;;;;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;K. Radzikowski;;;;;;;;;s;;;;;;;;;;;;;;;reps;s;;;;;reps;;;;reps;;;;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;M. Burke;;;;;;;;;s;;;;;;;;;;;;;;;reps;s;;;;;reps;;;;reps;;;;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;A. Moonen;;;;;;;;;s;;;;;;;;;;;;;;;reps;s;;;;;reps;;;;reps;;;;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;J. Fennelly;;;;;;;;;s;;;;;;;;;;;;;;;reps;s;;;;;reps;;;;reps;;;;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;E. le Roux;;;;;;;;;m;;;;;;;;;;;;;;;reps;s;;;;;reps;;;;reps;;;;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;H. BjÃ¶rnsson;;;;;;;;;;;;;;;;;;;;;;;;s;m;;;;;;;;reps;reps;;;;;;s;;;;;;;;;;;;;;;;;;s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;R. Oberst;;;;;;;;;;;;;;;;;;;;;;;;reps;m;;;;;;;;reps;reps;;;;;;s;;;;;;;;;;;;;;;;;;s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;L. NÃ¤mi;;;;;;;;;;;;;;;;;;;;;;;;reps;m;;;;;;;;reps;reps;;;;;;s;;;;;;;;;;;;;;;;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;N. Best;;;;;;;;;;;;;;;;;;;;;;;;reps;m;;;;;;;;reps;reps;;;;;;s;;;;;;;;;;;;;;;;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;L. Shahlaei;;;;;;;;;;;;;;;;;;;;;;;;reps;;;;;;;;;reps;reps;;;;;;s;;;;;;;;;;;;;;;;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;L. Wu;;;;;;;;;;;;;;;;;;;;;;;;reps;m;;;;;;;;reps;reps;;;;;;reps;;;;;;;;;;;;;;;;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;V. Lalas;;;;;;;;;s;;;;;;;;;;;;;;;s;s;;;;;;;s;;;;;reps;;;;;;;;;;;;;;;;;;;;s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;J. Ã…rsjÃ¶;;;;;;;;;s;;;;;;;;;;;;;;;s;s;;;;;;;s;;;;;reps;;;;;;;;;;;;;;;;;;;;s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;J. Pritchett;;;;;;;;;s;;;;;;;;;;;;;;;reps;s;;;;;;;reps;;;;;reps;;;;;;;;;;;;;;;;;;;;s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;G. van Staden;;;;;;;;;m;;;;;;;;;;;;;;;reps;s;;;;;;;reps;;;;;reps;;;;;;;;;;;;;;;;;;;;s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;G. Hicks;;;;;;;;;s;;;;;;;;;;;;;;;reps;s;;;;;;;reps;;;;;reps;;;;;;;;;;;;;;;;;;;;s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;S. Cummine;;;;;;;;;m;;;;;;;;;;;;;;;reps;s;;;;;;;reps;;;;;reps;;;;;;;;;;;;;;;;;;;;s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;B. Shaw;;;;;;;;;;;;;;;;;;;;;;;;s;;;;;;reps;;s;;;;;reps;;;s;;;;;;;;;;;;;;;;;;s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;T. Hollands;;;;;;;;;;;;;;;;;;;;;;;;s;;;;;;reps;;s;;;;;reps;;;s;;;;;;;;;;;;;;;;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;M. Wildauer;;;;;;;;;;;;;;;;;;;;;;;;reps;;;;;;reps;;s;;;;;reps;;;s;;;;;;;;;;;;;;;;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;D. Zageris;;;;;;;;;;;;;;;;;;;;;;;;reps;;;;;;reps;;reps;;;;;reps;;;s;;;;;;;;;;;;;;;;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;J. JÃ¤rvi;;;;;;;;;;;;;;;;;;;;;;;;reps;;;;;;reps;;reps;;;;;reps;;;s;;;;;;;;;;;;;;;;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;F. Scheun;;;;;;;;;;;;;;;;;;;;;;;;reps;;;;;;reps;;reps;;;;;reps;;;reps;;;;;;;;;;;;;;;;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;Å½. Savickas;;;;;;;;;;;;;;;;;;;;;;;;s;s;;;;;reps;;;;reps;;;;;;s;;;;;;;;;;;;;;;;;;s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;M. Burke;;;;;;;;;;;;;;;;;;;;;;;;s;s;;;;;reps;;;;reps;;;;;;s;;;;;;;;;;;;;;;;;;s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;K. Radzikowski;;;;;;;;;;;;;;;;;;;;;;;;reps;m;;;;;reps;;;;reps;;;;;;s;;;;;;;;;;;;;;;;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;M. Felix;;;;;;;;;;;;;;;;;;;;;;;;reps;m;;;;;reps;;;;reps;;;;;;s;;;;;;;;;;;;;;;;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;B. Solvang;;;;;;;;;;;;;;;;;;;;;;;;reps;s;;;;;reps;;;;reps;;;;;;s;;;;;;;;;;;;;;;;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;A. Moonen;;;;;;;;;;;;;;;;;;;;;;;;reps;m;;;;;reps;;;;reps;;;;;;reps;;;;;;;;;;;;;;;;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;M. Koklyaev;;;;;;;;;s;;;;;;;;;;;;;;;s;;;;;;;;reps;reps;reps;;;;;;;;;;;;;;;;;;;;;;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;M. Jenkins;;;;;;;;;s;;;;;;;;;;;;;;;s;;;;;;;;reps;reps;reps;;;;;;;;;;;;;;;;;;;;;;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;E. Hall;;;;;;;;;m;;;;;;;;;;;;;;;s;;;;;;;;reps;reps;reps;;;;;;;;;;;;;;;;;;;;;;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;W. Brant;;;;;;;;;s;;;;;;;;;;;;;;;s;;;;;;;;reps;reps;reps;;;;;;;;;;;;;;;;;;;;;;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;Ã�. Nagy;;;;;;;;;s;;;;;;;;;;;;;;;reps;;;;;;;;reps;reps;reps;;;;;;;;;;;;;;;;;;;;;;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;L. Renals;;;;;;;;;s;;;;;;;;;;;;;;;reps;;;;;;;;reps;reps;reps;;;;;;;;;;;;;;;;;;;;;;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;M. Burke;;;;;;;;;s;;;;;;;;;;;;;;;s;s;;;;reps;;;;s;;;;;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;T. Hollands;;;;;;;;;s;;;;;;;;;;;;;;;s;s;;;;reps;;;;reps;;;;;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;W. Brant;;;;;;;;;s;;;;;;;;;;;;;;;reps;s;;;;reps;;;;reps;;;;;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;T. RodrÃ­guez;;;;;;;;;s;;;;;;;;;;;;;;;reps;m;;;;reps;;;;reps;;;;;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;Ã˜. Rein;;;;;;;;;m;;;;;;;;;;;;;;;reps;s;;;;reps;;;;reps;;;;;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;F. Scheun;;;;;;;;;;;;;;;;;;;;;;;;reps;s;;;;;;;;reps;;;;;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;H. BjÃ¶rnsson;;;;;;;;;;;;;;;;;;;;;;s;;s;;;;;;reps;;;;reps;;;;;;s;;;;;;;;;;;;;;;;;;s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;J. Caron;;;;;;;;;;;;;;;;;;;;;;s;;s;;;;;;reps;;;;reps;;;;;;s;;;;;;;;;;;;;;;;;;s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;D. Ostlund;;;;;;;;;;;;;;;;;;;;;;s;;s;;;;;;reps;;;;reps;;;;;;s;;;;;;;;;;;;;;;;;;s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;R. Kobylarz;;;;;;;;;;;;;;;;;;;;;;s;;reps;;;;;;reps;;;;reps;;;;;;s;;;;;;;;;;;;;;;;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;B. Kelsey;;;;;;;;;;;;;;;;;;;;;;s;;reps;;;;;;reps;;;;reps;;;;;;s;;;;;;;;;;;;;;;;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;R. Oberst;;;;;;;;;;;;;;;;;;;;;;m;;reps;;;;;;reps;;;;;;;;;;s;;;;;;;;;;;;;;;;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;J. Pritchett;;;;;;;;;s;;;;;;;;;;;;;;;s;s;;;;reps;;;;s;;;;;;;s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;E. Hall;;;;;;;;;s;;;;;;;;;;;;;;;s;s;;;;reps;;;;s;;;;;;;s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;M. Caruso;;;;;;;;;s;;;;;;;;;;;;;;;reps;m;;;;reps;;;;s;;;;;;;s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;G. SzymaÅ„ski;;;;;;;;;s;;;;;;;;;;;;;;;reps;s;;;;reps;;;;s;;;;;;;s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;D. Savatinov;;;;;;;;;s;;;;;;;;;;;;;;;reps;s;;;;reps;;;;reps;;;;;;;s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;L. NÃ¤mi;;;;;;;;;s;;;;;;;;;;;;;;;reps;s;;;;reps;;;;reps;;;;;;;s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;Å½. Savickas;;;;;;;;;s;;;;;;;;;;;;;;;s;s;;;;;reps;;;;reps;;;;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;L. Shahlaei;;;;;;;;;s;;;;;;;;;;;;;;;reps;s;;;;;reps;;;;reps;;;;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;M. Felix;;;;;;;;;s;;;;;;;;;;;;;;;reps;s;;;;;reps;;;;reps;;;;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;N. Best;;;;;;;;;s;;;;;;;;;;;;;;;reps;s;;;;;reps;;;;reps;;;;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;B. Solvang;;;;;;;;;m;;;;;;;;;;;;;;;reps;s;;;;;reps;;;;reps;;;;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;E. le Roux;;;;;;;;;m;;;;;;;;;;;;;;;reps;s;;;;;reps;;;;reps;;;;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;B. Shaw;;;;;;;;;;;;;;;;;;;;;;s;;;;;;;reps;s;;;;;;;;;;reps;;;;;;;;;;;;;;;;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;M. Wildauer;;;;;;;;;;;;;;;;;;;;;;s;;s;;;;;reps;reps;;;;;;;;;;reps;;;;;;;;;;;;;;;;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;G. Hicks;;;;;;;;;;;;;;;;;;;;;;s;;s;;;;;reps;reps;;;;;;;;;;reps;;;;;;;;;;;;;;;;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;M. Shivlyakov;;;;;;;;;;;;;;;;;;;;;;s;;s;;;;;reps;reps;;;;;;;;;;reps;;;;;;;;;;;;;;;;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;G. van Staden;;;;;;;;;;;;;;;;;;;;;;m;;s;;;;;reps;reps;;;;;;;;;;reps;;;;;;;;;;;;;;;;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;S. Cummine;;;;;;;;;;;;;;;;;;;;;;m;;s;;;;;reps;reps;;;;;;;;;;reps;;;;;;;;;;;;;;;;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;B. Shaw;;;;;;;;;;;;;;;;;;;;;;;;reps;;;;;;reps;;;;;;;;;;s;;;;;;;;;;;;s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;reps;s;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;J. Caron;;;;;;;;;;;;;;;;;;;;;;;;reps;;;;;;reps;;;;;;;;;;s;;;;;;;;;;;;m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;reps;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;M. Forsmark;;;;;;;;;;;;;;;;;;;;;;;;reps;;;;;;reps;;;;;;;;;;s;;;;;;;;;;;;m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;reps;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;R. Oberst;;;;;;;;;;;;;;;;;;;;;;;;reps;;;;;;reps;;;;;;;;;;reps;;;;;;;;;;;;m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;reps;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;A. Bishop;;;;;;;;;;;;;;;;;;;;;;;;reps;;;;;;reps;;;;;;;;;;reps;;;;;;;;;;;;m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;reps;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;M. Baron;;;;;;;;;;;;;;;;;;;;;;;;reps;;;;;;reps;;;;;;;;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;reps;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;H. BjÃ¶rnsson;;;;;;;reps;;;;;;;;;;;;;;;;;reps;;;;;;;;;reps;;;;;;;s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;m;;;;;s;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;D. Savatinov;;;;;;;reps;;;;;;;;;;;;;;;;;reps;;;;;;;;;reps;;;;;;;s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;m;;;;;reps;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;R. Kobylarz;;;;;;;reps;;;;;;;;;;;;;;;;;reps;;;;;;;;;reps;;;;;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;m;;;;;reps;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;J. Thigpen;;;;;;;;;;;;;;;;;;;;;;;;reps;;;;;;;;;reps;;;;;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;m;;;;;reps;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;Ã�. Nagy;;;;;;;reps;;;;;;;;;;;;;;;;;reps;;;;;;;;;reps;;;;;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;m;;;;;reps;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;G. Hicks;;;;;;;;;;;;;;;;;;;;;;;;reps;;;;;;;;;reps;;;;;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;reps;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;Å½. Savickas;;;;;;;reps;;;;;;;;;;;;;;;;;reps;;;;;;;;;reps;;;;;;;s;;;;;;;;;;;;s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;reps;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;M. Shivlyakov;;;;;;;reps;;;;;;;;;;;;;;;;;reps;;;;;;;;;reps;;;;;;;reps;;;;;;;;;;;;m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;reps;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;N. Best;;;;;;;reps;;;;;;;;;;;;;;;;;reps;;;;;;;;;reps;;;;;;;reps;;;;;;;;;;;;m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;reps;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;D. NystrÃ¶m;;;;;;;reps;;;;;;;;;;;;;;;;;reps;;;;;;;;;reps;;;;;;;reps;;;;;;;;;;;;m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;reps;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;B. MagnÃºsson;;;;;;;;;;;;;;;;;;;;;;;;reps;;;;;;;;;reps;;;;;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;reps;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;L. Shahlaei;;;;;;;;;;;;;;;;;;;;;;;;reps;;;;;;;;;;;;;;;;reps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;reps;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;M. Felix;;;;;;;;;;;;;;;;;;;;;;;;reps;;;;;;reps;;;;;;;;;;s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;reps;reps;;;;;;;m;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;J. Pritchett;;;;;;;;;;;;;;;;;;;;;;;;reps;;;;;;reps;;;;;;;;;;s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;reps;reps;;;;;;;m;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;D. Zageris;;;;;;;;;;;;;;;;;;;;;;;;reps;;;;;;reps;;;;;;;;;;s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;reps;reps;;;;;;;m;;;;;;;;;;;;;;;;;;;;
