Year;Comp name;#;Competitor;Country;Apollon's Wheels;Max Deadlift;Hummer Push;Timber Carry;Medicine Ball Toss;Hammer Lift;Dumbbell Press;Weight Throw;Super Yoke;Manhood Stones;Austrian Oak;Bale Tote;Cyr Dumbbell;Bag Over Bar;Stone to Shoulder;HÃºsafell Stone;Wheel of Pain;Trial by Stone;Max Squat;Max Log Lift;Steintossen;Car Walk;Farmer's Walk;Atlas Stones;Truck Pull;Natural Stones;Frame Carry;Stone Over Bar;Log Lift;Deadlift;Arm Over Arm Pull;Keg Toss;Squat Lift;Viking Press;Power Stairs;Medley;Axle Press;Tank Pull;Sack Carry;Loading Race;Tire Flip;Hercules Hold;Rock Press;Conan's Wheel;Crucifix Hold;Wheelbarrow Carry;Block Carry;Max Axle Press;Shield Carry;Overhead Medley;Front Hold;Bus Pull;Flip & Drag;Nicol Stones;Deadlift Ladder;Carry & Drag;Deadlift Hold;Fingal's Fingers;Carry Medley;Log Medley;Africa Stone;Sled Pull;Keg Carry;Hip Lift;Carry & Flip;Cross Carry;Pole Push;Safe Lift;Dumbbell Medley;Cyr Dumbbell Ladder;Inver Stones;Rogue-a-Coaster;The Duel;Leg Press;Flag Hoist;McGlashen Stones;Car Flip;Tug of War;Plane Pull;Vertical Lift;Train Pull;Fridge Carry;Ding Carry;Circus Barbell;Kettlebell Toss;Overhead Press;Giant's Medley;Log Ladder;Titan's Turntable;Flintstone Barbell;Max Dumbbell;Basque Circle;Car Pull;Giant Farmer's Walk;Wrestling;Block Press;Norse Hammers;Load & Drag;Bullion Toss;Last Man Standing;Elephant Carry;Load & Carry;Circle of Strength;Loading Medley;Pickaxe Hold;Stone Off;Train Push;Wrecking Ball Hold;Deadlift Machine;Kettlebell Throw;Chain Railway Carriage;Axle Death-Lift
1997;Europe's Strongest Man;10;S. Karlsen;NOR;;;;;;;;;;;;;;;;;;;;;;;;3 in 15.97 s;39.97 s;;;;;;;;;;15 stairs;;;;;;6.32 m;26.28 s;110 kg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1997;Europe's Strongest Man;11;S. MÄ—Ä�ius;LTU;;;;;;;;;;;;;;;;;;;;;;;;1 in 7.26 s;42.78 s;;;;;;;;;;12 stairs;;;;;;11.12 m;16.69 s;105 kg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1997;Europe's Strongest Man;12;G. Taylor;GBR;;;;;;;;;;;;;;;;;;;;;;;;(Withdrew);34.34 s;;;;;;;;;;(Withdrew);;;;;;12.44 m;(Withdrew);(Withdrew);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2000;Europe's Strongest Man;1;B. Veneberg;NED;;;;;;;;5.4 m;;;;;;;;;;;;;;;;4 in 22.90 s;;;;;;;21.81 s;;;;;59.48 s;;;;;;65.50 s;125 kg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2000;Europe's Strongest Man;2;M. Samuelsson;SWE;;;;;;;;5 m;;;;;;;;;;;;;;;;5 in 27.13 s;;;;;;;21.47 s;;;;;38.66 s;;;;;;56.39 s;100 kg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2000;Europe's Strongest Man;3;J. Dymek;POL;;;;;;;;4.8 m;;;;;;;;;;;;;;;;3 in 19.95 s;;;;;;;23.53 s;;;;;46.74 s;;;;;;77.62 s;120 kg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2000;Europe's Strongest Man;4;R. Bergmanis;LAT;;;;;;;;4.8 m;;;;;;;;;;;;;;;;4 in 26.96 s;;;;;;;23.59 s;;;;;60.72 s;;;;;;72.91 s;110 kg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2000;Europe's Strongest Man;4;P. Paavisto;FIN;;;;;;;;5.4 m;;;;;;;;;;;;;;;;4 in 22.90 s;;;;;;;22.56 s;;;;;48.62 s;;;;;;41.66 s;100 kg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2000;Europe's Strongest Man;6;S. Karlsen;NOR;;;;;;;;4 m;;;;;;;;;;;;;;;;4 in 21.65 s;;;;;;;23.03 s;;;;;DNF;;;;;;58.81 s;110 kg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2000;Europe's Strongest Man;7;L. Fekete;HUN;;;;;;;;4.6 m;;;;;;;;;;;;;;;;4 in 20.89 s;;;;;;;27.78 s;;;;;69.68 s;;;;;;41.93 s;110 kg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2000;Europe's Strongest Man;8;J. Barr;GBR;;;;;;;;4.8 m;;;;;;;;;;;;;;;;2 in 21.41 s;;;;;;;25.47 s;;;;;55.31 s;;;;;;58.31 s;No lift;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2000;Europe's Strongest Man;9;R. VÃ¡gadal;FRO;;;;;;;;4.6 m;;;;;;;;;;;;;;;;4 in 28.61 s;;;;;;;23.91 s;;;;;51.37 s;;;;;;35.97 s;No lift;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2000;Europe's Strongest Man;10;I. Garrido;ESP;;;;;;;;-;;;;;;;;;;;;;;;;3 in 29.20 s;;;;;;;28.31 s;;;;;DNF;;;;;;59.38 s;100 kg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2001;Europe's Strongest Man;1;S. Karlsen;NOR;;;;;;;;;;;;;;;;;;;;;;;27.49 s;;19.56 s;;;;;9 reps;;;;;;;;;;4 in 37.48 s;;;;955 Â°;63.26 s;18.02 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2001;Europe's Strongest Man;2;J. Virtanen;FIN;;;;;;;;;;;;;;;;;;;;;;;25.80 s;;17.93 s;;;;;5 reps;;;;;;;;;;4 in 28.10 s;;;;800 Â°;57.90 s;14.59 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2001;Europe's Strongest Man;3;M. Samuelsson;SWE;;;;;;;;;;;;;;;;;;;;;;;31.77 s;;19.63 s;;;;;4 reps;;;;;;;;;;4 in 60.30 s;;;;765 Â°;57.97 s;14.15 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2001;Europe's Strongest Man;3;Å½. Savickas;LTU;;;;;;;;;;;;;;;;;;;;;;;27.37 s;;20.18 s;;;;;7 reps;;;;;;;;;;4 in 36.86 s;;;;455 Â°;62.37 s;18.78 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2001;Europe's Strongest Man;5;M. Muhr;GER;;;;;;;;;;;;;;;;;;;;;;;29.24 s;;23.16 s;;;;;9 reps;;;;;;;;;;4 in 26.13 s;;;;810 Â°;33.59 s;18.46 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2001;Europe's Strongest Man;6;F. Rasmussen;DEN;;;;;;;;;;;;;;;;;;;;;;;39.52 s;;18.08 s;;;;;2 reps;;;;;;;;;;4 in 27.70 s;;;;185 Â°;62.89 s;14.73 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2001;Europe's Strongest Man;7;W. Zijlstra;NED;;;;;;;;;;;;;;;;;;;;;;;30.64 s;;21.02 s;;;;;8 reps;;;;;;;;;;4 in 38.26 s;;;;225 Â°;43.80 s;16.11 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2001;Europe's Strongest Man;8;H. Simonen;FIN;;;;;;;;;;;;;;;;;;;;;;;35.98 s;;23.28 s;;;;;7 reps;;;;;;;;;;4 in 31.75 s;;;;615 Â°;50.51 s;16.98 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2001;Europe's Strongest Man;9;B. Pittuck;GBR;;;;;;;;;;;;;;;;;;;;;;;28.43 s;;22.51 s;;;;;8 reps;;;;;;;;;;0 boxes;;;;155 Â°;33.72 s;14.72 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2001;Europe's Strongest Man;10;S. Heinonen;FIN;;;;;;;;;;;;;;;;;;;;;;;34.37 s;;20.51 s;;;;;6 reps;;;;;;;;;;3 boxes;;;;455 Â°;53.76 s;18.70 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2001;Europe's Strongest Man;11;G. Peksa;POL;;;;;;;;;;;;;;;;;;;;;;;27.5 m;;27.80 s;;;;;0 reps;;;;;;;;;;1 box;;;;70 Â°;54.00 s;No lift;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2002;Europe's Strongest Man;1;M. Pudzianowski;POL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17 reps;24.69 s;25.81 s;;;;;25.02 s;;;1380 Â°;;;80 m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2002;Europe's Strongest Man;2;J. Dymek;POL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18 reps;33.53 s;27.47 s;;;;;28.26 s;;;1120 Â°;;;60 m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2002;Europe's Strongest Man;3;S. Karlsen;NOR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16 reps;30.78 s;27.72 s;;;;;30.36 s;;;1125 Â°;;;56.04 m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2002;Europe's Strongest Man;4;J. Virtanen;FIN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11 reps;35.22 s;26.12 s;;;;;30.53 s;;;1090 Â°;;;67.46 m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2002;Europe's Strongest Man;5;M. Muhr;GER;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2 reps;27.31 s;27.14 s;;;;;30.40 s;;;1035 Â°;;;52.67 m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2002;Europe's Strongest Man;6;J. Hams;NED;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14 reps;38.06 s;28.60 s;;;;;37.30 s;;;1070 Â°;;;58.03 m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2002;Europe's Strongest Man;7;Å½. Savickas;LTU;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12 reps;38.84 s;30.34 s;;;;;30.87 s;;;465 Â°;;;67.3 m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2002;Europe's Strongest Man;8;R. Minkwitz;DEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12 reps;35.85 s;27.85 s;;;;;31.58 s;;;715 Â°;;;43.4 m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2002;Europe's Strongest Man;9;R. Vidzis;LAT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8 reps;57.50 s;31.87 s;;;;;31.96 s;;;1030 Â°;;;32.6 m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2002;Europe's Strongest Man;10;G. Ross;GBR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14 reps;86.53 s;38.18 s;;;;;41.26 s;;;785 Â°;;;31.71 m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2003;Europe's Strongest Man;1;M. Pudzianowski;POL;;;;;;;;;;;;;;;;;;;;;;;17.60 s;5 in 25.08 s;;;;;;;;;;8 reps;34.26 s;;;;;;24.23 s;113.58 s;;910 Â°;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2003;Europe's Strongest Man;2;J. Dymek;POL;;;;;;;;;;;;;;;;;;;;;;;20.84 s;4 in 20.20 s;;;;;;;;;;11 reps;14 stairs;;;;;;21.35 s;108.47 s;;547 Â°;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2003;Europe's Strongest Man;3;R. Bergmanis;LAT;;;;;;;;;;;;;;;;;;;;;;;22.8 m;5 in 36.57 s;;;;;;;;;;8 reps;41.97 s;;;;;;31.55 s;131.74 s;;817 Â°;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2003;Europe's Strongest Man;4;Å½. Savickas;LTU;;;;;;;;;;;;;;;;;;;;;;;48.13 s;4 in 19.64 s;;;;;;;;;;11 reps;40.97 s;;;;;;23.77 s;83.58 s;;450 Â°;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2003;Europe's Strongest Man;5;A. Johansson;SWE;;;;;;;;;;;;;;;;;;;;;;;60.15 s;4 in 18.37 s;;;;;;;;;;2 reps;60.62 s;;;;;;29.83 s;102.88 s;;637 Â°;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2003;Europe's Strongest Man;6;S. Karlsen;NOR;;;;;;;;;;;;;;;;;;;;;;;30.93 s;4 in 24.32 s;;;;;;;;;;3 reps;12 stairs;;;;;;25.04 s;76.73 s;;652 Â°;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2003;Europe's Strongest Man;7;J. Hams;NED;;;;;;;;;;;;;;;;;;;;;;;3.29 m;4 in 28.47 s;;;;;;;;;;7 reps;58.69 s;;;;;;33.02 s;41.07 s;;495 Â°;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2003;Europe's Strongest Man;8;B. Kerschbaumer;AUT;;;;;;;;;;;;;;;;;;;;;;;2.06 m;3 in 34.14 s;;;;;;;;;;0 reps;12 stairs;;;;;;29.00 s;31.47 s;;15 Â°;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2005;Europe's Strongest Man;1;J. Dymek;POL;;;;;;;;;22.87 s;;;;;;;;;;;;;;24.74 s;5 in 24.11 s;25.37 s;;;;;16 reps;;;;;(Did not attempt);46.78 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2005;Europe's Strongest Man;2;J. Virtanen;FIN;;;;;;;;;16.7 m;;;;;;;;;;;;;;14.94 s;5 in 48.98 s;23.45 s;;;;;7 reps;;;;;14 stairs;65.81 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2005;Europe's Strongest Man;3;M. Starov;UKR;;;;;;;;;21.13 s;;;;;;;;;;;;;;29.64 s;5 in 38.08 s;31.09 s;;;;;12 reps;;;;;38.99 s;74.11 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2005;Europe's Strongest Man;4;S. Toczek;POL;;;;;;;;;25.78 s;;;;;;;;;;;;;;60.09 s;4 in 30.56 s;29.93 s;;;;;12 reps;;;;;36.98 s;43.94 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2005;Europe's Strongest Man;5;R. Vidzis;LAT;;;;;;;;;11.5 m;;;;;;;;;;;;;;42.14 s;5 in 20.31 s;33.81 s;;;;;13 reps;;;;;14 stairs;58.28 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2005;Europe's Strongest Man;6;O. Pekanov;UKR;;;;;;;;;44.16 s;;;;;;;;;;;;;;3.75 m;5 in 33.66 s;26.37 s;;;;;16 reps;;;;;12 stairs;2 flips;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2005;Europe's Strongest Man;7;O. Haugen;NOR;;;;;;;;;9.3 m;;;;;;;;;;;;;;23.07 s;4 in 32.45 s;27.96 s;;;;;6 reps;;;;;10 stairs;2 flips;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2005;Europe's Strongest Man;8;R. Ber;AUT;;;;;;;;;4.3 m;;;;;;;;;;;;;;41.23 s;2 in 20.56 s;37.15 s;;;;;2 reps;;;;;11 stairs;89.64 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010;Europe's Strongest Man;1;Å½. Savickas;LTU;;;;;;;;;;;;;;;;;;;;;;;21.46 s;5 in 20.18 s;;;;;;11 reps;;;;;;33.32 s;;;;;;;;;;;;193 kg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010;Europe's Strongest Man;2;T. Hollands;GBR;;;;;;;;;;;;;;;;;;;;;;;24.07 s;1 stone;;;;;;12 reps;;;;;;33.41 s;;;;;;;;;;;;173 kg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010;Europe's Strongest Man;3;M. Felix;GBR;;;;;;;;;;;;;;;;;;;;;;;22.57 s;5 in 12.47 s;;;;;;16 reps;;;;;;40.96 s;;;;;;;;;;;;(No lift);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010;Europe's Strongest Man;4;S. Todorchev;BUL;;;;;;;;;;;;;;;;;;;;;;;20.00 s;5 in 14.87 s;;;;;;7 reps;;;;;;35.97 s;;;;;;;;;;;;(No lift);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010;Europe's Strongest Man;5;L. Jean;CAN;;;;;;;;;;;;;;;;;;;;;;;48.69 s;5 in 23.53 s;;;;;;11 reps;;;;;;60.18 s;;;;;;;;;;;;173 kg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010;Europe's Strongest Man;6;S. Romanchuk;UKR;;;;;;;;;;;;;;;;;;;;;;;25.03 s;3 stones;;;;;;10 reps;;;;;;42.88 s;;;;;;;;;;;;(No lift);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010;Europe's Strongest Man;7;A. Curletto;ITA;;;;;;;;;;;;;;;;;;;;;;;36.75 s;(Eliminated);;;;;;6 reps;;;;;;52.75 s;;;;;;;;;;;;163 kg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010;Europe's Strongest Man;8;R. Frampton;GBR;;;;;;;;;;;;;;;;;;;;;;;30 m;(Eliminated);;;;;;10 reps;;;;;;67.19 s;;;;;;;;;;;;163 kg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010;Europe's Strongest Man;9;J. Marku;GBR;;;;;;;;;;;;;;;;;;;;;;;35.63 s;(Eliminated);;;;;;(Withdrew);;;;;;DNF (2 sacks);;;;;;;;;;;;173 kg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010;Europe's Strongest Man;10;K. Radzikowski;POL;;;;;;;;;;;;;;;;;;;;;;;26.03 m;(Eliminated);;;;;;(Withdrew);;;;;;DNF (3 flips);;;;;;;;;;;;183 kg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;Europe's Strongest Man;1;Å½. Savickas;LTU;;433 kg;;;;;;;;;;;;;;;;;;216 kg;;;;;;;28.15 m;;;;;;;;;;;;;4 in 47.32 s;;;;;;;;;44.6 m;4 in 24.25 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;Europe's Strongest Man;2;V. Lalas;LTU;;410 kg;;;;;;;;;;;;;;;;;;205 kg;;;;;;;28.4 m;;;;;;;;;;;;;4 in 38.50 s;;;;;;;;;43.92 m;4 in 25.10 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;Europe's Strongest Man;3;L. Shahlaei;GBR;;410 kg;;;;;;;;;;;;;;;;;;180 kg;;;;;;;23.13 s;;;;;;;;;;;;;4 in 41.87 s;;;;;;;;;42.25 m;3 in 21.80 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;Europe's Strongest Man;4;K. Radzikowski;POL;;410 kg;;;;;;;;;;;;;;;;;;205 kg;;;;;;;20.25 m;;;;;;;;;;;;;4 in 49.26 s;;;;;;;;;39.6 m;4 in 28.47 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;Europe's Strongest Man;5;H. BjÃ¶rnsson;ISL;;390 kg;;;;;;;;;;;;;;;;;;192.5 kg;;;;;;;18.15 m;;;;;;;;;;;;;4 in 57.49 s;;;;;;;;;80 m;4 in 32.14 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;Europe's Strongest Man;6;E. Katona;SRB;;390 kg;;;;;;;;;;;;;;;;;;160 kg;;;;;;;30.65 m;;;;;;;;;;;;;4 in 51.22 s;;;;;;;;;31.85 m;3 in 38.14 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;Europe's Strongest Man;7;E. Hall;GBR;;390 kg;;;;;;;;;;;;;;;;;;160 kg;;;;;;;8 m;;;;;;;;;;;;;4 in 69.84 s;;;;;;;;;27.8 m;2 in 45.00 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;Europe's Strongest Man;8;J. Fennelly;IRL;;360 kg;;;;;;;;;;;;;;;;;;(No lift);;;;;;;30 m;;;;;;;;;;;;;4 in 46.00 s;;;;;;;;;24.7 m;0 in 75.00 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;Europe's Strongest Man;9;A. Curletto;ITA;;360 kg;;;;;;;;;;;;;;;;;;(No lift);;;;;;;2.15 m;;;;;;;;;;;;;4 in 48.10 s;;;;;;;;;21.4 m;4 in 70.74 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;Europe's Strongest Man;10;T. Hollands;GBR;;390 kg;;;;;;;;;;;;;;;;;;160 kg;;;;;;;(Withdrew);;;;;;;;;;;;;(Withdrew);;;;;;;;;(Withdrew);(Withdrew);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;Europe's Strongest Man;11;J. Hughes;GBR;;(No lift);;;;;;;;;;;;;;;;;;160 kg;;;;;;;(No lift);;;;;;;;;;;;;(Withdrew);;;;;;;;;1.7 m;(Withdrew);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;Europe's Strongest Man;12;K. Nowicki;GBR;;(No lift);;;;;;;;;;;;;;;;;;(No lift);;;;;;;(No lift);;;;;;;;;;;;;(Withdrew);;;;;;;;;(No lift);(Withdrew);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;Europe's Strongest Man;1;Å½. Savickas;LTU;;;;;;;;;21.38 s;;;;;;;;;;;221 kg;;;32.37 s;5 in 22.03 s;;;;;;14 reps;;8 in 15.71 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;Europe's Strongest Man;2;V. Lalas;LTU;;;;;;;;;21.38 s;;;;;;;;;;;200 kg;;;35.50 s;5 in 24.46 s;;;;;;13 reps;;8 in 17.31 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;Europe's Strongest Man;3;K. Radzikowski;POL;;;;;;;;;21.32 s;;;;;;;;;;;210 kg;;;40.88 s;5 in 29.10 s;;;;;;12 reps;;7 in 18.46 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
