Year;Comp name;#;Competitor;Country;Apollon's Wheels;Max Deadlift;Hummer Push;Timber Carry;Medicine Ball Toss;Hammer Lift;Dumbbell Press;Weight Throw;Super Yoke;Manhood Stones;Austrian Oak;Bale Tote;Cyr Dumbbell;Bag Over Bar;Stone to Shoulder;HÃºsafell Stone;Wheel of Pain;Trial by Stone;Max Squat;Max Log Lift;Steintossen;Car Walk;Farmer's Walk;Atlas Stones;Truck Pull;Natural Stones;Frame Carry;Stone Over Bar;Log Lift;Deadlift;Arm Over Arm Pull;Keg Toss;Squat Lift;Viking Press;Power Stairs;Medley;Axle Press;Tank Pull;Sack Carry;Loading Race;Tire Flip;Hercules Hold;Rock Press;Conan's Wheel;Crucifix Hold;Wheelbarrow Carry;Block Carry;Max Axle Press;Shield Carry;Overhead Medley;Front Hold;Bus Pull;Flip & Drag;Nicol Stones;Deadlift Ladder;Carry & Drag;Deadlift Hold;Fingal's Fingers;Carry Medley;Log Medley;Africa Stone;Sled Pull;Keg Carry;Hip Lift;Carry & Flip;Cross Carry;Pole Push;Safe Lift;Dumbbell Medley;Cyr Dumbbell Ladder;Inver Stones;Rogue-a-Coaster;The Duel;Leg Press;Flag Hoist;McGlashen Stones;Car Flip;Tug of War;Plane Pull;Vertical Lift;Train Pull;Fridge Carry;Ding Carry;Circus Barbell;Kettlebell Toss;Overhead Press;Giant's Medley;Log Ladder;Titan's Turntable;Flintstone Barbell;Max Dumbbell;Basque Circle;Car Pull;Giant Farmer's Walk;Wrestling;Block Press;Norse Hammers;Load & Drag;Bullion Toss;Last Man Standing;Elephant Carry;Load & Carry;Circle of Strength;Loading Medley;Pickaxe Hold;Stone Off;Train Push;Wrecking Ball Hold;Deadlift Machine;Kettlebell Throw;Chain Railway Carriage;Axle Death-Lift
2000;WSM Final - group;3;B. Schoonveld;USA;;;;;;;;;;;;;;;;;;;;;;;;4 in 33.10 s;;;;;;;;;;;17 stairs;;9 reps;;;;59.90 s;;;;;;;;;;;;;;;;;;;;44.2 m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20 Â°;;;;;;;;;;;;;;;;;;;;
2000;WSM Final - group;4;T. Samuelsson;SWE;;;;;;;;;;;;;;;;;;;;;;;;4 in 64.90 s;;;;;;;;;;;20 stairs;;2 reps;;;;45.20 s;;;;;;;;;;;;;;;;;;;;59.8 m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;90 Â°;;;;;;;;;;;;;;;;;;;;
2000;WSM Final - group;5;B. Kerschbaumer;AUT;;;;;;;;;;;;;;;;;;;;;;;;3 in 25.10 s;;;;;;;;;;;52.30 s;;4 reps;;;;51.50 s;;;;;;;;;;;;;;;;;;;;40 m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100 Â°;;;;;;;;;;;;;;;;;;;;
2000;WSM Final - group;6;B. Bell;GBR;;;;;;;;;;;;;;;;;;;;;;;;4 in 71.60 s;;;;;;;;;;;21 stairs;;8 reps;;;;17.5 m;;;;;;;;;;;;;;;;;;;;28 m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-;;;;;;;;;;;;;;;;;;;;
2000;WSM Final - group;1;S. Karlsen;NOR;;;;;;;;;13.60 s;;;;;;;;;;;;;;;5 in 33.50 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;35.70 s;4 in 39.60 s;;;62.7 m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;175 Â°;;;;;;;;;;;;;;;;;;;;
2000;WSM Final - group;2;M. Muhr;GER;;;;;;;;;20.30 s;;;;;;;;;;;;;;;4 in 51.50 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;52.50 s;4 in 51.60 s;;;86.5 m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;205 Â°;;;;;;;;;;;;;;;;;;;;
2000;WSM Final - group;3;L. Vaoga;NZL;;;;;;;;;20.9 m;;;;;;;;;;;;;;;4 in 37.60 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23.60 s;4 in 52.00 s;;;57.4 m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5 Â°;;;;;;;;;;;;;;;;;;;;
2000;WSM Final - group;4;M. Philippi;USA;;;;;;;;;17.80 s;;;;;;;;;;;;;;;Withdrew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;55.70 s;Withdrew;;;32.6 m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50 Â°;;;;;;;;;;;;;;;;;;;;
2000;WSM Final - group;5;G. Mullins;GBR;;;;;;;;;57.70 s;;;;;;;;;;;;;;;2 in 20.80 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22.00 s;3 in 37.30 s;;;4 m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10 Â°;;;;;;;;;;;;;;;;;;;;
2000;WSM Final - group;6;J. Tocaven;FRA;;;;;;;;;13.2 m;;;;;;;;;;;;;;;Withdrew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Withdrew;Withdrew;;;8.5 m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Withdrew;;;;;;;;;;;;;;;;;;;;
2000;WSM Final - group;1;M. Pudzianowski;POL;;;;;;;;;;;;;;;;;;;;;;;;5 in 45.80 s;;;;;;;;;;;28.00 s;;11 reps;;;;40.90 s;;;;;;;;;;;;;;;;;;;;110 m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10 Â°;;;;;;;;;;;;;;;;;;;;
2000;WSM Final - group;2;P. Pfister;USA;;;;;;;;;;;;;;;;;;;;;;;;5 in 39.10 s;;;;;;;;;;;39.30 s;;8 reps;;;;53.30 s;;;;;;;;;;;;;;;;;;;;94 m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;400 Â°;;;;;;;;;;;;;;;;;;;;
2000;WSM Final - group;3;Å½. Savickas;LTU;;;;;;;;;;;;;;;;;;;;;;;;4 in 32.20 s;;;;;;;;;;;31.60 s;;10 reps;;;;39.50 s;;;;;;;;;;;;;;;;;;;;68.9 m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100 Â°;;;;;;;;;;;;;;;;;;;;
2000;WSM Final - group;4;P. Baltus;NED;;;;;;;;;;;;;;;;;;;;;;;;4 in 25.70 s;;;;;;;;;;;37.90 s;;6 reps;;;;42.70 s;;;;;;;;;;;;;;;;;;;;67.4 m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;270 Â°;;;;;;;;;;;;;;;;;;;;
2000;WSM Final - group;5;A. Rollinson;GBR;;;;;;;;;;;;;;;;;;;;;;;;4 in 40.00 s;;;;;;;;;;;20 stairs;;6 reps;;;;57.80 s;;;;;;;;;;;;;;;;;;;;44.4 m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5 Â°;;;;;;;;;;;;;;;;;;;;
2000;WSM Final - group;6;L. Fekete;HUN;;;;;;;;;;;;;;;;;;;;;;;;Withdrew;;;;;;;;;;;Withdrew;;Withdrew;;;;75.00 s;;;;;;;;;;;;;;;;;;;;Withdrew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Withdrew;;;;;;;;;;;;;;;;;;;;
2001;WSM Final - group;1;J. RÃ¤sÃ¤nen;FIN;;350 kg;;;;;;;;;;;;;;;;;;;;;;4 in 38.30 s;;;;;;;31.20 s;;;;;;;;;;;;;728 Â°;;;;;;;;;;;;45.20 s;;;;;66.82 m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2001;WSM Final - group;2;W. Zijlstra;NED;;340 kg;;;;;;;;;;;;;;;;;;;;;;4 in 33.10 s;;;;;;;27.90 s;;;;;;;;;;;;;692 Â°;;;;;;;;;;;;59.10 s;;;;;64.85 m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2001;WSM Final - group;3;R. Dixon;GBR;;280 kg;;;;;;;;;;;;;;;;;;;;;;4 in 32.90 s;;;;;;;32.50 s;;;;;;;;;;;;;932 Â°;;;;;;;;;;;;26.8 m;;;;;67.2 m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2001;WSM Final - group;4;K. Gillingham;USA;;340 kg;;;;;;;;;;;;;;;;;;;;;;4 in 38.80 s;;;;;;;30.40 s;;;;;;;;;;;;;859 Â°;;;;;;;;;;;;33.5 m;;;;;62.76 m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2001;WSM Final - group;5;D. Boyer;AUS;;330 kg;;;;;;;;;;;;;;;;;;;;;;4 in 35.60 s;;;;;;;31.60 s;;;;;;;;;;;;;744 Â°;;;;;;;;;;;;34.7 m;;;;;63.28 m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2001;WSM Final - group;6;I. Garrido;ESP;;No lift;;;;;;;;;;;;;;;;;;;;;;4 in 41.90 s;;;;;;;45.60 s;;;;;;;;;;;;;791 Â°;;;;;;;;;;;;22.6 m;;;;;51.26 m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2001;WSM Final - group;1;S. Karlsen;NOR;;350 kg;;;;;;;;;;;;;;;;;;;;;;4 in 27.20 s;;;;;;;27.40 s;;;;;;;;;;;25.90 s;;;;;;;;;;;;;;38.20 s;;4 in 32.70 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2001;WSM Final - group;2;H. Girard;CAN;;340 kg;;;;;;;;;;;;;;;;;;;;;;4 in 40.80 s;;;;;;;27.20 s;;;;;;;;;;;33.70 s;;;;;;;;;;;;;;43.90 s;;4 in 34.30 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2001;WSM Final - group;3;M. Philippi;USA;;350 kg;;;;;;;;;;;;;;;;;;;;;;4 in 39.00 s;;;;;;;28.60 s;;;;;;;;;;;30.60 s;;;;;;;;;;;;;;34.8 m;;3 in 39.10 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2001;WSM Final - group;4;T. Samuelsson;SWE;;No lift;;;;;;;;;;;;;;;;;;;;;;5 in 43.50 s;;;;;;;26.80 s;;;;;;;;;;;27.90 s;;;;;;;;;;;;;;27.3 m;;4 in 46.90 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2001;WSM Final - group;5;M. Iliffe;GBR;;330 kg;;;;;;;;;;;;;;;;;;;;;;4 in 57.40 s;;;;;;;29.10 s;;;;;;;;;;;41.70 s;;;;;;;;;;;;;;28.3 m;;3 in 39.70 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2001;WSM Final - group;6;R. VÃ¡gadal;FRO;;330 kg;;;;;;;;;;;;;;;;;;;;;;4 in 54.60 s;;;;;;;30.30 s;;;;;;;;;;;27.10 s;;;;;;;;;;;;;;33 m;;3 in 39.00 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2001;WSM Final - group;1;M. Samuelsson;SWE;;330 kg;;;;;;;;;;;;;;;;;;;;;;5 in 31.80 s;;;;;;;25.10 s;;;;;;;;;;;;;1013 Â°;;;;;;;;;;;;;;;;;60.39 m;;;;35.00 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2001;WSM Final - group;2;M. Muhr;GER;;365 kg;;;;;;;;;;;;;;;;;;;;;;4 in 55.40 s;;;;;;;27.10 s;;;;;;;;;;;;;1117 Â°;;;;;;;;;;;;;;;;;96 m;;;;37.10 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2001;WSM Final - group;3;T. Lyndon;CAN;;300 kg;;;;;;;;;;;;;;;;;;;;;;5 in 36.10 s;;;;;;;26.50 s;;;;;;;;;;;;;1004 Â°;;;;;;;;;;;;;;;;;82.95 m;;;;35.70 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2001;WSM Final - group;4;R. Bergmanis;LAT;;350 kg;;;;;;;;;;;;;;;;;;;;;;4 in 39.20 s;;;;;;;30.90 s;;;;;;;;;;;;;969 Â°;;;;;;;;;;;;;;;;;71.2 m;;;;41.20 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2001;WSM Final - group;5;J. Perry;USA;;350 kg;;;;;;;;;;;;;;;;;;;;;;5 in 43.40 s;;;;;;;27.90 s;;;;;;;;;;;;;711 Â°;;;;;;;;;;;;;;;;;39.38 m;;;;39.00 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2001;WSM Final - group;6;G. Ross;GBR;;370 kg;;;;;;;;;;;;;;;;;;;;;;4 in 42.00 s;;;;;;;38.50 s;;;;;;;;;;;;;536 Â°;;;;;;;;;;;;;;;;;46.31 m;;;;29.6 m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2002;WSM Final - group;1;S. Karlsen;NOR;;;;;;;;4.7 m;;;;;;;;;;;;;;;;4 in 33.72 s;;;;;;;;;;16 reps;;;;;;;;;;;;;;;;;;;;;;34.87 m;;5 in 43.97 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.94 s;;;;;;;;;;;;;;;;;;;
2002;WSM Final - group;2;J. Dymek;POL;;;;;;;;4.3 m;;;;;;;;;;;;;;;;4 in 41.48 s;;;;;;;;;;17 reps;;;;;;;;;;;;;;;;;;;;;;31.95 m;;4 in 35.51 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.33 s;;;;;;;;;;;;;;;;;;;
2002;WSM Final - group;3;J. Marunde;USA;;;;;;;;4.1 m;;;;;;;;;;;;;;;;4 in 31.75 s;;;;;;;;;;12 reps;;;;;;;;;;;;;;;;;;;;;;32.54 m;;5 in 49.50 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29.57 s;;;;;;;;;;;;;;;;;;;
2002;WSM Final - group;4;B. Kerschbaumer;AUT;;;;;;;;4.8 m;;;;;;;;;;;;;;;;3 in 25.00 s;;;;;;;;;;7 reps;;;;;;;;;;;;;;;;;;;;;;34.5 m;;3 in 24.09 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27.09 s;;;;;;;;;;;;;;;;;;;
2002;WSM Final - group;5;J. Paulin;CAN;;;;;;;;-;;;;;;;;;;;;;;;;5 in 47.62 s;;;;;;;;;;15 reps;;;;;;;;;;;;;;;;;;;;;;31.14 m;;4 in 68.00 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;36.00 s;;;;;;;;;;;;;;;;;;;
2002;WSM Final - group;6;S. Murray;SCO;;;;;;;;4.3 m;;;;;;;;;;;;;;;;3 in 44.00 s;;;;;;;;;;5 reps;;;;;;;;;;;;;;;;;;;;;;29 m;;1 in 32.33 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23.03 m;;;;;;;;;;;;;;;;;;;
2002;WSM Final - group;1;R. Bergmanis;LAT;;;;;;;;;;;;;;;;;;;;170 kg;;;;5 in 53.70 s;52.09 s;;;;;;;;;;;;;;;;;;;1309 Â°;;;;;;;;;;;;;;4 in 40.12 s;;;;;;;37.13 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2002;WSM Final - group;2;J. RÃ¤sÃ¤nen;FIN;;;;;;;;;;;;;;;;;;;;137.5 kg;;;;4 in 33.07 s;45.32 s;;;;;;;;;;;;;;;;;;;1298 Â°;;;;;;;;;;;;;;4 in 32.84 s;;;;;;;37.35 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2002;WSM Final - group;3;B. Schoonveld;USA;;;;;;;;;;;;;;;;;;;;165 kg;;;;4 in 46.06 s;44.56 s;;;;;;;;;;;;;;;;;;;728 Â°;;;;;;;;;;;;;;5 in 64.82 s;;;;;;;46.00 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2002;WSM Final - group;4;J. Hams;NED;;;;;;;;;;;;;;;;;;;;155 kg;;;;4 in 37.72 s;51.81 s;;;;;;;;;;;;;;;;;;;902 Â°;;;;;;;;;;;;;;4 in 43.85 s;;;;;;;36.62 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2002;WSM Final - group;5;H. Ollesch;GER;;;;;;;;;;;;;;;;;;;;165 kg;;;;4 in 38.22 s;45.84 s;;;;;;;;;;;;;;;;;;;596 Â°;;;;;;;;;;;;;;5 in 70.03 s;;;;;;;38.03 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2002;WSM Final - group;6;M. Iliffe;ENG;;;;;;;;;;;;;;;;;;;;No lift;;;;Withdrew;59.82 s;;;;;;;;;;;;;;;;;;;Withdrew;;;;;;;;;;;;;;3 in 35.09 s;;;;;;;54.65 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2002;WSM Final - group;1;M. Samuelsson;SWE;;;;;;;;4.5 m;;;;;;;;;;;;;;;;5 in 33.01 s;;;;;;;;;;;;;;;;;;;;1021 Â°;;;;;;;;;;;;47.89 s;;5 in 45.03 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19.63 s;;;;;;;;;;;;;;;;;;;
2002;WSM Final - group;2;G. Edmunds;SCO;;;;;;;;4.7 m;;;;;;;;;;;;;;;;5 in 38.52 s;;;;;;;;;;;;;;;;;;;;1322 Â°;;;;;;;;;;;;32.44 m;;5 in 46.47 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22.80 s;;;;;;;;;;;;;;;;;;;
2002;WSM Final - group;3;R. Minkwitz;DEN;;;;;;;;5 m;;;;;;;;;;;;;;;;4 in 35.31 s;;;;;;;;;;;;;;;;;;;;784 Â°;;;;;;;;;;;;33.45 m;;3 in 26.37 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19.09 s;;;;;;;;;;;;;;;;;;;
2002;WSM Final - group;4;S. Kirit;USA;;;;;;;;4.9 m;;;;;;;;;;;;;;;;4 in 32.38 s;;;;;;;;;;;;;;;;;;;;1007 Â°;;;;;;;;;;;;30.3 m;;3 in 27.00 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26.50 s;;;;;;;;;;;;;;;;;;;
2002;WSM Final - group;5;D. Boyer;AUS;;;;;;;;-;;;;;;;;;;;;;;;;4 in 32.25 s;;;;;;;;;;;;;;;;;;;;947 Â°;;;;;;;;;;;;32.3 m;;3 in 32.53 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28.01 s;;;;;;;;;;;;;;;;;;;
2002;WSM Final - group;6;N. Moss;RSA;;;;;;;;4.3 m;;;;;;;;;;;;;;;;4 in 44.79 s;;;;;;;;;;;;;;;;;;;;850 Â°;;;;;;;;;;;;29.5 m;;3 in 34.59 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22.55 m;;;;;;;;;;;;;;;;;;;
2002;WSM Final - group;1;J. Perry;USA;;;;;;;;4.7 m;;;;;;;;;;;;;;;;5 in 41.84 s;;;;;;;;;;14 reps;;;;;;;;;;;;;;;;;;;;;;;;5 in 41.90 s;;;;;;;33.32 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;23.22 s;;;;;;;;;;;;;;;;;;;
2002;WSM Final - group;2;Å½. Savickas;LTU;;;;;;;;4.5 m;;;;;;;;;;;;;;;;4 in 35.94 s;;;;;;;;;;14 reps;;;;;;;;;;;;;;;;;;;;;;;;5 in 42.00 s;;;;;;;28.22 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;21.01 s;;;;;;;;;;;;;;;;;;;
2002;WSM Final - group;3;J. Williams;ISL;;;;;;;;4.3 m;;;;;;;;;;;;;;;;4 in 36.24 s;;;;;;;;;;8 reps;;;;;;;;;;;;;;;;;;;;;;;;5 in 59.36 s;;;;;;;51.03 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;32.35 s;;;;;;;;;;;;;;;;;;;
2002;WSM Final - group;4;D. Warner;ENG;;;;;;;;-;;;;;;;;;;;;;;;;4 in 28.82 s;;;;;;;;;;10 reps;;;;;;;;;;;;;;;;;;;;;;;;3 in 32.41 s;;;;;;;40.50 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;33.15 s;;;;;;;;;;;;;;;;;;;
2002;WSM Final - group;5;O. Haugen;NOR;;;;;;;;4.5 m;;;;;;;;;;;;;;;;Withdrew;;;;;;;;;;Withdrew;;;;;;;;;;;;;;;;;;;;;;;;3 in 30.78 s;;;;;;;36.34 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.65 m;;;;;;;;;;;;;;;;;;;
2002;WSM Final - group;6;J. Virtanen;FIN;;;;;;;;4.3 m;;;;;;;;;;;;;;;;Withdrew;;;;;;;;;;Withdrew;;;;;;;;;;;;;;;;;;;;;;;;3 in 23.37 s;;;;;;;34.16 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;Withdrew;;;;;;;;;;;;;;;;;;;
2002;WSM Final - group;1;H. Girard;CAN;;;;;;;;;;;;;;;;;;;;160 kg;;;;5 in 39.22 s;43.16 s;;;;;;;;;;;;;;;;;;;360 Â°;;;;;;;;;;;;32.9 m;;5 in 44.75 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2002;WSM Final - group;2;M. Pudzianowski;POL;;;;;;;;;;;;;;;;;;;;155 kg;;;;2 in 13.03 s;46.84 s;;;;;;;;;;;;;;;;;;;1440 Â°;;;;;;;;;;;;27.03 s;;3 in 24.87 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2002;WSM Final - group;3;K. Gillingham;USA;;;;;;;;;;;;;;;;;;;;150 kg;;;;5 in 38.63 s;51.03 s;;;;;;;;;;;;;;;;;;;1132 Â°;;;;;;;;;;;;31.6 m;;3 in 25.34 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2002;WSM Final - group;4;M. Gosling;ENG;;;;;;;;;;;;;;;;;;;;120 kg;;;;3 in 57.12 s;50.43 s;;;;;;;;;;;;;;;;;;;1012 Â°;;;;;;;;;;;;29.9 m;;4 in 40.62 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2002;WSM Final - group;5;T. Samuelsson;SWE;;;;;;;;;;;;;;;;;;;;150 kg;;;;4 in 38.37 s;52.43 s;;;;;;;;;;;;;;;;;;;923 Â°;;;;;;;;;;;;24.3 m;;5 in 48.81 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2002;WSM Final - group;6;T. MÃ©szÃ¡ros;HUN;;;;;;;;;;;;;;;;;;;;155 kg;;;;2 in 24.31 s;24 m;;;;;;;;;;;;;;;;;;;642 Â°;;;;;;;;;;;;26.3 m;;3 in 64.13 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2003;WSM Final - group;1;M. Pudzianowski;POL;;;;;;;;;;;;;;;;;;;;;;;34.77 s;4 in 19.45 s;;;;;;;;;5 in 25.09 s;;;;;;;;29.25 s;;;;;;;;;;;;;;;;;;;3 in 27.46 s;;;;;;;;;;;;;;;;;;;;;29.03 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2003;WSM Final - group;2;G. Dolan;CAN;;;;;;;;;;;;;;;;;;;;;;;42.02 s;4 in 20.53 s;;;;;;;;;5 in 25.01 s;;;;;;;;35.28 s;;;;;;;;;;;;;;;;;;;3 in 27.06 s;;;;;;;;;;;;;;;;;;;;;38.93 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2003;WSM Final - group;3;P. Baltus;NED;;;;;;;;;;;;;;;;;;;;;;;33.03 s;4 in 18.96 s;;;;;;;;;5 in 32.99 s;;;;;;;;34.63 s;;;;;;;;;;;;;;;;;;;3 in 29.06 s;;;;;;;;;;;;;;;;;;;;;45.78 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2003;WSM Final - group;4;I. Pedan;RUS;;;;;;;;;;;;;;;;;;;;;;;65 m;4 in 25.88 s;;;;;;;;;5 in 29.04 s;;;;;;;;37.15 s;;;;;;;;;;;;;;;;;;;3 in 28.09 s;;;;;;;;;;;;;;;;;;;;;48.00 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2003;WSM Final - group;4;A. Rollinson;ENG;;;;;;;;;;;;;;;;;;;;;;;57.05 s;4 in 53.15 s;;;;;;;;;5 in 30.18 s;;;;;;;;36.18 s;;;;;;;;;;;;;;;;;;;2 in 15.69 s;;;;;;;;;;;;;;;;;;;;;39.43 s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2003;WSM Final - group;6;J. Marunde;USA;;;;;;;;;;;;;;;;;;;;;;;50.5 m;Withdrew;;;;;;;;;1 in 3.84 s;;;;;;;;Withdrew;;;;;;;;;;;;;;;;;;;Withdrew;;;;;;;;;;;;;;;;;;;;;Withdrew;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2003;WSM Final - group;1;Å½. Savickas;LTU;;;;;;;;;;;;;;;;;;;;;;;;4 in 25.46 s;;;;;;;;;7 in 30.90 s;;;;;;;;49.00 s;;;;;;;;;;;;;;;;;;;;;;;;31.53 s;;;;;;;;;;;;;;;;43.78 s;;;;;;;;;;;;;12.78 s;;;;;;;;;;;;;;;;;;
2003;WSM Final - group;2;M. Samuelsson;SWE;;;;;;;;;;;;;;;;;;;;;;;;5 in 26.15 s;;;;;;;;;4 in 20.40 s;;;;;;;;3 m;;;;;;;;;;;;;;;;;;;;;;;;35.15 s;;;;;;;;;;;;;;;;32.50 s;;;;;;;;;;;;;12.96 s;;;;;;;;;;;;;;;;;;
2003;WSM Final - group;3;R. Minkwitz;DEN;;;;;;;;;;;;;;;;;;;;;;;;3 in 26.47 s;;;;;;;;;7 in 33.03 s;;;;;;;;32.40 s;;;;;;;;;;;;;;;;;;;;;;;;43.33 s;;;;;;;;;;;;;;;;35.65 s;;;;;;;;;;;;;14 m;;;;;;;;;;;;;;;;;;
2003;WSM Final - group;4;D. Pope;USA;;;;;;;;;;;;;;;;;;;;;;;;4 in 35.84 s;;;;;;;;;3 in 16.99 s;;;;;;;;40.91 s;;;;;;;;;;;;;;;;;;;;;;;;49.14 s;;;;;;;;;;;;;;;;31.25 s;;;;;;;;;;;;;20.75 s;;;;;;;;;;;;;;;;;;
2003;WSM Final - group;5;E. Ellwood;ENG;;;;;;;;;;;;;;;;;;;;;;;;Withdrew;;;;;;;;;5 in 24.36 s;;;;;;;;Withdrew;;;;;;;;;;;;;;;;;;;;;;;;50.97 s;;;;;;;;;;;;;;;;36.65 s;;;;;;;;;;;;;20.01 s;;;;;;;;;;;;;;;;;;
2003;WSM Final - group;6;H. Ollesch;GER;;;;;;;;;;;;;;;;;;;;;;;;Withdrew;;;;;;;;;4 in 23.19 s;;;;;;;;Withdrew;;;;;;;;;;;;;;;;;;;;;;;;55.21 s;;;;;;;;;;;;;;;;Withdrew;;;;;;;;;;;;;Withdrew;;;;;;;;;;;;;;;;;;
